speaker,video,success,reason,time_sec,frames,save_path
s19_processed,swwhzn.mpg,True,,3.658,75,data/processed/grid/s19_processed\swwhzn.npy
s19_processed,swwh3a.mpg,True,,5.306,75,data/processed/grid/s19_processed\swwh3a.npy
s19_processed,swwn6p.mpg,True,,4.417,75,data/processed/grid/s19_processed\swwn6p.npy
s1_processed,bbaf2n.mpg,True,,2.174,75,data/processed/grid/s1_processed\bbaf2n.npy
s19_processed,swwn4n.mpg,True,,5.442,75,data/processed/grid/s19_processed\swwn4n.npy
s19_processed,swwt9s.mpg,True,,4.439,75,data/processed/grid/s19_processed\swwt9s.npy
s1_processed,bbaf4p.mpg,True,,2.937,74,data/processed/grid/s1_processed\bbaf4p.npy
s19_processed,swwu1a.mpg,True,,4.260,74,data/processed/grid/s19_processed\swwu1a.npy
s1_processed,bbaf3s.mpg,True,,3.002,75,data/processed/grid/s1_processed\bbaf3s.npy
s19_processed,swwn7a.mpg,True,,5.303,74,data/processed/grid/s19_processed\swwn7a.npy
s19_processed,swwuzp.mpg,True,,4.409,73,data/processed/grid/s19_processed\swwuzp.npy
s1_processed,bbal6n.mpg,True,,2.592,75,data/processed/grid/s1_processed\bbal6n.npy
s19_processed,swwt8n.mpg,True,,6.213,74,data/processed/grid/s19_processed\swwt8n.npy
s1_processed,bbal8p.mpg,True,,2.850,74,data/processed/grid/s1_processed\bbal8p.npy
s1_processed,bbal7s.mpg,True,,3.727,75,data/processed/grid/s1_processed\bbal7s.npy
s1_processed,bbaf5a.mpg,True,,4.996,75,data/processed/grid/s1_processed\bbaf5a.npy
s1_processed,bbas1s.mpg,True,,3.198,74,data/processed/grid/s1_processed\bbas1s.npy
s1_processed,bbas2p.mpg,True,,3.291,74,data/processed/grid/s1_processed\bbas2p.npy
s1_processed,bbaszn.mpg,True,,3.836,75,data/processed/grid/s1_processed\bbaszn.npy
s1_processed,bbaz4n.mpg,True,,3.717,74,data/processed/grid/s1_processed\bbaz4n.npy
s1_processed,bbal9a.mpg,True,,4.330,74,data/processed/grid/s1_processed\bbal9a.npy
s1_processed,bbas3a.mpg,True,,4.614,75,data/processed/grid/s1_processed\bbas3a.npy
s1_processed,bbaz5s.mpg,True,,3.860,75,data/processed/grid/s1_processed\bbaz5s.npy
s1_processed,bbaz6p.mpg,True,,3.890,74,data/processed/grid/s1_processed\bbaz6p.npy
s1_processed,bbaz7a.mpg,True,,4.015,75,data/processed/grid/s1_processed\bbaz7a.npy
s1_processed,bbbf6n.mpg,True,,3.581,75,data/processed/grid/s1_processed\bbbf6n.npy
s1_processed,bbbf9a.mpg,True,,3.603,75,data/processed/grid/s1_processed\bbbf9a.npy
s1_processed,bbbf8p.mpg,True,,3.747,74,data/processed/grid/s1_processed\bbbf8p.npy
s1_processed,bbbm2p.mpg,True,,3.442,74,data/processed/grid/s1_processed\bbbm2p.npy
s1_processed,bbbm3a.mpg,True,,3.512,75,data/processed/grid/s1_processed\bbbm3a.npy
s1_processed,bbbmzn.mpg,True,,3.181,74,data/processed/grid/s1_processed\bbbmzn.npy
s1_processed,bbbm1s.mpg,True,,3.689,75,data/processed/grid/s1_processed\bbbm1s.npy
s1_processed,bbbf7s.mpg,True,,6.338,75,data/processed/grid/s1_processed\bbbf7s.npy
s1_processed,bbbs7a.mpg,True,,3.256,75,data/processed/grid/s1_processed\bbbs7a.npy
s1_processed,bbbs6p.mpg,True,,3.842,73,data/processed/grid/s1_processed\bbbs6p.npy
s1_processed,bbbs4n.mpg,True,,5.114,75,data/processed/grid/s1_processed\bbbs4n.npy
s1_processed,bbbz8n.mpg,True,,3.271,75,data/processed/grid/s1_processed\bbbz8n.npy
s1_processed,bbif1a.mpg,True,,2.747,74,data/processed/grid/s1_processed\bbif1a.npy
s1_processed,bbbz9s.mpg,True,,4.136,75,data/processed/grid/s1_processed\bbbz9s.npy
s1_processed,bbbs5s.mpg,True,,5.812,74,data/processed/grid/s1_processed\bbbs5s.npy
s1_processed,bbie9s.mpg,True,,3.883,75,data/processed/grid/s1_processed\bbie9s.npy
s1_processed,bbifzp.mpg,True,,3.892,74,data/processed/grid/s1_processed\bbifzp.npy
s1_processed,bbie8n.mpg,True,,4.138,75,data/processed/grid/s1_processed\bbie8n.npy
s1_processed,bbil3s.mpg,True,,3.424,75,data/processed/grid/s1_processed\bbil3s.npy
s1_processed,bbil4p.mpg,True,,3.823,75,data/processed/grid/s1_processed\bbil4p.npy
s1_processed,bbil5a.mpg,True,,3.661,75,data/processed/grid/s1_processed\bbil5a.npy
s1_processed,bbir6n.mpg,True,,3.867,75,data/processed/grid/s1_processed\bbir6n.npy
s1_processed,bbir7s.mpg,True,,4.028,75,data/processed/grid/s1_processed\bbir7s.npy
s1_processed,bbir8p.mpg,True,,3.982,75,data/processed/grid/s1_processed\bbir8p.npy
s1_processed,bbir9a.mpg,True,,3.982,74,data/processed/grid/s1_processed\bbir9a.npy
s1_processed,bbiz1s.mpg,True,,3.752,73,data/processed/grid/s1_processed\bbiz1s.npy
s1_processed,bbiz2p.mpg,True,,3.762,75,data/processed/grid/s1_processed\bbiz2p.npy
s1_processed,bbiz3a.mpg,True,,3.742,75,data/processed/grid/s1_processed\bbiz3a.npy
s1_processed,bbil2n.mpg,True,,6.834,75,data/processed/grid/s1_processed\bbil2n.npy
s1_processed,bbizzn.mpg,True,,4.527,63,data/processed/grid/s1_processed\bbizzn.npy
s1_processed,bbwg1s.mpg,True,,3.720,74,data/processed/grid/s1_processed\bbwg1s.npy
s1_processed,bbwg3a.mpg,True,,3.352,75,data/processed/grid/s1_processed\bbwg3a.npy
s1_processed,bbwg2p.mpg,True,,4.292,75,data/processed/grid/s1_processed\bbwg2p.npy
s1_processed,bbws8n.mpg,True,,3.042,75,data/processed/grid/s1_processed\bbws8n.npy
s1_processed,bbwm5s.mpg,True,,3.456,75,data/processed/grid/s1_processed\bbwm5s.npy
s1_processed,bbwgzn.mpg,True,,4.343,75,data/processed/grid/s1_processed\bbwgzn.npy
s1_processed,bbwm4n.mpg,True,,3.916,75,data/processed/grid/s1_processed\bbwm4n.npy
s1_processed,bbwm6p.mpg,True,,3.929,75,data/processed/grid/s1_processed\bbwm6p.npy
s1_processed,bbwm7a.mpg,True,,4.094,75,data/processed/grid/s1_processed\bbwm7a.npy
s1_processed,bbwtzp.mpg,True,,3.699,75,data/processed/grid/s1_processed\bbwtzp.npy
s1_processed,bgaa6n.mpg,True,,3.399,74,data/processed/grid/s1_processed\bgaa6n.npy
s1_processed,bbwt1a.mpg,True,,4.604,75,data/processed/grid/s1_processed\bbwt1a.npy
s1_processed,bbws9s.mpg,True,,5.872,75,data/processed/grid/s1_processed\bbws9s.npy
s1_processed,bgaa9a.mpg,True,,3.072,74,data/processed/grid/s1_processed\bgaa9a.npy
s1_processed,bgaa7s.mpg,True,,3.917,75,data/processed/grid/s1_processed\bgaa7s.npy
s1_processed,bgaa8p.mpg,True,,3.442,74,data/processed/grid/s1_processed\bgaa8p.npy
s1_processed,bgah2p.mpg,True,,3.924,75,data/processed/grid/s1_processed\bgah2p.npy
s1_processed,bgah1s.mpg,True,,4.804,74,data/processed/grid/s1_processed\bgah1s.npy
s1_processed,bgah3a.mpg,True,,4.480,74,data/processed/grid/s1_processed\bgah3a.npy
s1_processed,bgan5s.mpg,True,,3.305,75,data/processed/grid/s1_processed\bgan5s.npy
s1_processed,bgan4n.mpg,True,,3.319,75,data/processed/grid/s1_processed\bgan4n.npy
s1_processed,bgahzn.mpg,True,,4.613,74,data/processed/grid/s1_processed\bgahzn.npy
s1_processed,bgat8n.mpg,True,,3.788,75,data/processed/grid/s1_processed\bgat8n.npy
s1_processed,bgau1a.mpg,True,,3.510,75,data/processed/grid/s1_processed\bgau1a.npy
s1_processed,bgat9s.mpg,True,,3.906,75,data/processed/grid/s1_processed\bgat9s.npy
s1_processed,bgan6p.mpg,True,,4.359,74,data/processed/grid/s1_processed\bgan6p.npy
s1_processed,bgauzp.mpg,True,,3.704,75,data/processed/grid/s1_processed\bgauzp.npy
s1_processed,bgbb1s.mpg,True,,3.298,74,data/processed/grid/s1_processed\bgbb1s.npy
s1_processed,bgbb2p.mpg,True,,3.616,75,data/processed/grid/s1_processed\bgbb2p.npy
s1_processed,bgan7a.mpg,True,,6.158,75,data/processed/grid/s1_processed\bgan7a.npy
s1_processed,bgbbzn.mpg,True,,4.042,74,data/processed/grid/s1_processed\bgbbzn.npy
s1_processed,bgbb3a.mpg,True,,4.045,72,data/processed/grid/s1_processed\bgbb3a.npy
s1_processed,bgbh4n.mpg,True,,4.566,73,data/processed/grid/s1_processed\bgbh4n.npy
s1_processed,bgbh5s.mpg,True,,3.588,75,data/processed/grid/s1_processed\bgbh5s.npy
s1_processed,bgbh6p.mpg,True,,3.560,75,data/processed/grid/s1_processed\bgbh6p.npy
s1_processed,bgbh7a.mpg,True,,3.721,74,data/processed/grid/s1_processed\bgbh7a.npy
s1_processed,bgbn8n.mpg,True,,3.752,75,data/processed/grid/s1_processed\bgbn8n.npy
s1_processed,bgbn9s.mpg,True,,3.920,74,data/processed/grid/s1_processed\bgbn9s.npy
s1_processed,bgbo1a.mpg,True,,3.566,74,data/processed/grid/s1_processed\bgbo1a.npy
s1_processed,bgbu3s.mpg,True,,3.441,75,data/processed/grid/s1_processed\bgbu3s.npy
s1_processed,bgbu5a.mpg,True,,3.477,75,data/processed/grid/s1_processed\bgbu5a.npy
s1_processed,bgbozp.mpg,True,,4.806,74,data/processed/grid/s1_processed\bgbozp.npy
s1_processed,bgbu4p.mpg,True,,4.188,73,data/processed/grid/s1_processed\bgbu4p.npy
s1_processed,bgia2n.mpg,True,,3.461,75,data/processed/grid/s1_processed\bgia2n.npy
s1_processed,bgia3s.mpg,True,,3.665,75,data/processed/grid/s1_processed\bgia3s.npy
s1_processed,bgia4p.mpg,True,,3.961,75,data/processed/grid/s1_processed\bgia4p.npy
s1_processed,bgia5a.mpg,True,,3.809,75,data/processed/grid/s1_processed\bgia5a.npy
s1_processed,bgig6n.mpg,True,,3.624,75,data/processed/grid/s1_processed\bgig6n.npy
s1_processed,bgbu2n.mpg,True,,6.517,73,data/processed/grid/s1_processed\bgbu2n.npy
s1_processed,bgig7s.mpg,True,,3.897,75,data/processed/grid/s1_processed\bgig7s.npy
s1_processed,bgig8p.mpg,True,,3.214,74,data/processed/grid/s1_processed\bgig8p.npy
s1_processed,bgin3a.mpg,True,,2.831,75,data/processed/grid/s1_processed\bgin3a.npy
s1_processed,bgig9a.mpg,True,,3.722,74,data/processed/grid/s1_processed\bgig9a.npy
s1_processed,bgin2p.mpg,True,,3.643,74,data/processed/grid/s1_processed\bgin2p.npy
s1_processed,bgin1s.mpg,True,,4.089,73,data/processed/grid/s1_processed\bgin1s.npy
s1_processed,bgit6p.mpg,True,,2.933,75,data/processed/grid/s1_processed\bgit6p.npy
s1_processed,bgit5s.mpg,True,,3.548,74,data/processed/grid/s1_processed\bgit5s.npy
s1_processed,bgit4n.mpg,True,,3.767,74,data/processed/grid/s1_processed\bgit4n.npy
s1_processed,bginzn.mpg,True,,4.879,75,data/processed/grid/s1_processed\bginzn.npy
s1_processed,bgwb4n.mpg,True,,3.646,75,data/processed/grid/s1_processed\bgwb4n.npy
s1_processed,bgwb5s.mpg,True,,4.265,74,data/processed/grid/s1_processed\bgwb5s.npy
s1_processed,bgwb6p.mpg,True,,4.287,75,data/processed/grid/s1_processed\bgwb6p.npy
s1_processed,bgit7a.mpg,True,,5.697,75,data/processed/grid/s1_processed\bgit7a.npy
s1_processed,bgwb7a.mpg,True,,4.554,73,data/processed/grid/s1_processed\bgwb7a.npy
s1_processed,bgwo2n.mpg,True,,3.453,74,data/processed/grid/s1_processed\bgwo2n.npy
s1_processed,bgwi1a.mpg,True,,3.716,75,data/processed/grid/s1_processed\bgwi1a.npy
s1_processed,bgwizp.mpg,True,,3.680,75,data/processed/grid/s1_processed\bgwizp.npy
s1_processed,bgwh8n.mpg,True,,4.821,74,data/processed/grid/s1_processed\bgwh8n.npy
s1_processed,bgwh9s.mpg,True,,4.552,72,data/processed/grid/s1_processed\bgwh9s.npy
s1_processed,bgwo3s.mpg,True,,3.457,75,data/processed/grid/s1_processed\bgwo3s.npy
s1_processed,bgwo4p.mpg,True,,3.924,74,data/processed/grid/s1_processed\bgwo4p.npy
s1_processed,bgwo5a.mpg,True,,4.051,75,data/processed/grid/s1_processed\bgwo5a.npy
s1_processed,bgwu6n.mpg,True,,3.659,74,data/processed/grid/s1_processed\bgwu6n.npy
s1_processed,bgwu8p.mpg,True,,3.608,73,data/processed/grid/s1_processed\bgwu8p.npy
s1_processed,brag1a.mpg,True,,3.369,75,data/processed/grid/s1_processed\brag1a.npy
s1_processed,bgwu9a.mpg,True,,3.818,74,data/processed/grid/s1_processed\bgwu9a.npy
s1_processed,bram2n.mpg,True,,3.380,74,data/processed/grid/s1_processed\bram2n.npy
s1_processed,bragzp.mpg,True,,3.733,75,data/processed/grid/s1_processed\bragzp.npy
s1_processed,braf9s.mpg,True,,3.940,74,data/processed/grid/s1_processed\braf9s.npy
s1_processed,braf8n.mpg,True,,3.988,73,data/processed/grid/s1_processed\braf8n.npy
s1_processed,bgwu7s.mpg,True,,6.188,73,data/processed/grid/s1_processed\bgwu7s.npy
s1_processed,bram3s.mpg,True,,4.468,74,data/processed/grid/s1_processed\bram3s.npy
s1_processed,bram5a.mpg,True,,3.288,74,data/processed/grid/s1_processed\bram5a.npy
s1_processed,bram4p.mpg,True,,3.885,74,data/processed/grid/s1_processed\bram4p.npy
s1_processed,bras7s.mpg,True,,3.598,74,data/processed/grid/s1_processed\bras7s.npy
s1_processed,bras8p.mpg,True,,3.398,75,data/processed/grid/s1_processed\bras8p.npy
s1_processed,brbazp.mpg,True,,3.394,75,data/processed/grid/s1_processed\brbazp.npy
s1_processed,brba1a.mpg,True,,3.544,74,data/processed/grid/s1_processed\brba1a.npy
s1_processed,bras6n.mpg,True,,4.054,74,data/processed/grid/s1_processed\bras6n.npy
s1_processed,brbg2n.mpg,True,,4.394,72,data/processed/grid/s1_processed\brbg2n.npy
s1_processed,bras9a.mpg,True,,5.435,75,data/processed/grid/s1_processed\bras9a.npy
s1_processed,brbm6n.mpg,True,,3.562,74,data/processed/grid/s1_processed\brbm6n.npy
s1_processed,brbg5a.mpg,True,,4.011,75,data/processed/grid/s1_processed\brbg5a.npy
s1_processed,brbg4p.mpg,True,,4.874,75,data/processed/grid/s1_processed\brbg4p.npy
s1_processed,brbm8p.mpg,True,,3.655,75,data/processed/grid/s1_processed\brbm8p.npy
s1_processed,brbm7s.mpg,True,,3.869,75,data/processed/grid/s1_processed\brbm7s.npy
s1_processed,brbt1s.mpg,True,,3.459,74,data/processed/grid/s1_processed\brbt1s.npy
s1_processed,brbm9a.mpg,True,,3.728,73,data/processed/grid/s1_processed\brbm9a.npy
s1_processed,brbg3s.mpg,True,,5.683,74,data/processed/grid/s1_processed\brbg3s.npy
s1_processed,brbt2p.mpg,True,,4.125,73,data/processed/grid/s1_processed\brbt2p.npy
s1_processed,brbt3a.mpg,True,,3.820,71,data/processed/grid/s1_processed\brbt3a.npy
s1_processed,brbtzn.mpg,True,,4.059,74,data/processed/grid/s1_processed\brbtzn.npy
s1_processed,brif5s.mpg,True,,3.395,75,data/processed/grid/s1_processed\brif5s.npy
s1_processed,brif4n.mpg,True,,4.164,74,data/processed/grid/s1_processed\brif4n.npy
s1_processed,brif6p.mpg,True,,3.391,75,data/processed/grid/s1_processed\brif6p.npy
s1_processed,brif7a.mpg,True,,3.523,74,data/processed/grid/s1_processed\brif7a.npy
s1_processed,bril9s.mpg,True,,3.377,73,data/processed/grid/s1_processed\bril9s.npy
s1_processed,bril8n.mpg,True,,4.036,75,data/processed/grid/s1_processed\bril8n.npy
s1_processed,bris2n.mpg,True,,3.466,74,data/processed/grid/s1_processed\bris2n.npy
s1_processed,bris3s.mpg,True,,3.692,75,data/processed/grid/s1_processed\bris3s.npy
s1_processed,brim1a.mpg,True,,5.005,74,data/processed/grid/s1_processed\brim1a.npy
s1_processed,bris5a.mpg,True,,3.853,74,data/processed/grid/s1_processed\bris5a.npy
s1_processed,bris4p.mpg,True,,3.886,74,data/processed/grid/s1_processed\bris4p.npy
s1_processed,brimzp.mpg,True,,6.293,73,data/processed/grid/s1_processed\brimzp.npy
s1_processed,briz6n.mpg,True,,3.652,75,data/processed/grid/s1_processed\briz6n.npy
s1_processed,briz7s.mpg,True,,3.725,73,data/processed/grid/s1_processed\briz7s.npy
s1_processed,briz9a.mpg,True,,4.037,74,data/processed/grid/s1_processed\briz9a.npy
s1_processed,briz8p.mpg,True,,4.146,73,data/processed/grid/s1_processed\briz8p.npy
s1_processed,brwa2n.mpg,True,,3.698,75,data/processed/grid/s1_processed\brwa2n.npy
s1_processed,brwa3s.mpg,True,,3.753,75,data/processed/grid/s1_processed\brwa3s.npy
s1_processed,brwa5a.mpg,True,,4.203,73,data/processed/grid/s1_processed\brwa5a.npy
s1_processed,brwa4p.mpg,True,,4.798,63,data/processed/grid/s1_processed\brwa4p.npy
s1_processed,brwg6n.mpg,True,,3.765,75,data/processed/grid/s1_processed\brwg6n.npy
s1_processed,brwg7s.mpg,True,,3.790,75,data/processed/grid/s1_processed\brwg7s.npy
s1_processed,brwg9a.mpg,True,,3.518,73,data/processed/grid/s1_processed\brwg9a.npy
s1_processed,brwn1s.mpg,True,,3.640,72,data/processed/grid/s1_processed\brwn1s.npy
s1_processed,brwn3a.mpg,True,,3.797,75,data/processed/grid/s1_processed\brwn3a.npy
s1_processed,brwn2p.mpg,True,,3.879,73,data/processed/grid/s1_processed\brwn2p.npy
s1_processed,brwnzn.mpg,True,,3.910,75,data/processed/grid/s1_processed\brwnzn.npy
s1_processed,brwt4n.mpg,True,,3.761,74,data/processed/grid/s1_processed\brwt4n.npy
s1_processed,brwt5s.mpg,True,,3.779,74,data/processed/grid/s1_processed\brwt5s.npy
s1_processed,brwt6p.mpg,True,,3.498,74,data/processed/grid/s1_processed\brwt6p.npy
s1_processed,bwaa1s.mpg,True,,3.481,74,data/processed/grid/s1_processed\bwaa1s.npy
s1_processed,brwt7a.mpg,True,,4.021,74,data/processed/grid/s1_processed\brwt7a.npy
s1_processed,bwaa2p.mpg,True,,3.931,73,data/processed/grid/s1_processed\bwaa2p.npy
s1_processed,bwaa3a.mpg,True,,3.854,75,data/processed/grid/s1_processed\bwaa3a.npy
s1_processed,bwag4n.mpg,True,,3.585,73,data/processed/grid/s1_processed\bwag4n.npy
s1_processed,brwg8p.mpg,True,,8.570,62,data/processed/grid/s1_processed\brwg8p.npy
s1_processed,bwag5s.mpg,True,,3.540,75,data/processed/grid/s1_processed\bwag5s.npy
s1_processed,bwaazn.mpg,True,,4.091,73,data/processed/grid/s1_processed\bwaazn.npy
s1_processed,bwag6p.mpg,True,,4.154,74,data/processed/grid/s1_processed\bwag6p.npy
s15_processed,bgam1s.mpg,False,no_mouth_frames,3.921,0,data/processed/grid/s15_processed\bgam1s.npy
s15_processed,bgil9a.mpg,False,no_mouth_frames,3.884,0,data/processed/grid/s15_processed\bgil9a.npy
s15_processed,brwf4p.mpg,False,no_mouth_frames,2.699,0,data/processed/grid/s15_processed\brwf4p.npy
s15_processed,bwaf3a.mpg,False,no_mouth_frames,2.699,0,data/processed/grid/s15_processed\bwaf3a.npy
s15_processed,lbwd2p.mpg,False,no_mouth_frames,2.701,0,data/processed/grid/s15_processed\lbwd2p.npy
s15_processed,lbio7s.mpg,False,no_mouth_frames,2.701,0,data/processed/grid/s15_processed\lbio7s.npy
s15_processed,lgwl5a.mpg,False,no_mouth_frames,2.684,0,data/processed/grid/s15_processed\lgwl5a.npy
s15_processed,lrax1s.mpg,False,no_mouth_frames,2.684,0,data/processed/grid/s15_processed\lrax1s.npy
s15_processed,pbbh7a.mpg,False,no_mouth_frames,2.698,0,data/processed/grid/s15_processed\pbbh7a.npy
s15_processed,lwij4n.mpg,False,no_mouth_frames,2.698,0,data/processed/grid/s15_processed\lwij4n.npy
s15_processed,pgbc9s.mpg,False,no_mouth_frames,1.425,0,data/processed/grid/s15_processed\pgbc9s.npy
s15_processed,prih5a.mpg,False,no_mouth_frames,1.434,0,data/processed/grid/s15_processed\prih5a.npy
s15_processed,pwib5s.mpg,False,no_mouth_frames,2.204,0,data/processed/grid/s15_processed\pwib5s.npy
s15_processed,sbaf6p.mpg,False,no_mouth_frames,2.212,0,data/processed/grid/s15_processed\sbaf6p.npy
s15_processed,sbiz5a.mpg,False,no_mouth_frames,2.661,0,data/processed/grid/s15_processed\sbiz5a.npy
s15_processed,sgwi2p.mpg,False,no_mouth_frames,2.667,0,data/processed/grid/s15_processed\sgwi2p.npy
s1_processed,bwanzp.mpg,True,,0.931,72,data/processed/grid/s1_processed\bwanzp.npy
s1_processed,bwat3s.mpg,True,,0.777,74,data/processed/grid/s1_processed\bwat3s.npy
s15_processed,swbh3a.mpg,False,no_mouth_frames,1.807,0,data/processed/grid/s15_processed\swbh3a.npy
s1_processed,bwat4p.mpg,True,,0.859,75,data/processed/grid/s1_processed\bwat4p.npy
s1_processed,bwat5a.mpg,True,,0.855,75,data/processed/grid/s1_processed\bwat5a.npy
s1_processed,bwba4n.mpg,True,,0.720,75,data/processed/grid/s1_processed\bwba4n.npy
s1_processed,bwba5s.mpg,True,,0.747,75,data/processed/grid/s1_processed\bwba5s.npy
s1_processed,bwba6p.mpg,True,,0.706,74,data/processed/grid/s1_processed\bwba6p.npy
s1_processed,bwba7a.mpg,True,,0.664,74,data/processed/grid/s1_processed\bwba7a.npy
s1_processed,bwbg8n.mpg,True,,0.692,75,data/processed/grid/s1_processed\bwbg8n.npy
s1_processed,bwbg9s.mpg,True,,0.705,75,data/processed/grid/s1_processed\bwbg9s.npy
s1_processed,bwbh1a.mpg,True,,0.926,74,data/processed/grid/s1_processed\bwbh1a.npy
s1_processed,bwbhzp.mpg,True,,0.944,75,data/processed/grid/s1_processed\bwbhzp.npy
s1_processed,bwbn2n.mpg,True,,0.766,75,data/processed/grid/s1_processed\bwbn2n.npy
s1_processed,bwbn3s.mpg,True,,0.708,75,data/processed/grid/s1_processed\bwbn3s.npy
s1_processed,bwbn4p.mpg,True,,0.779,72,data/processed/grid/s1_processed\bwbn4p.npy
s1_processed,bwbn5a.mpg,True,,0.837,73,data/processed/grid/s1_processed\bwbn5a.npy
s1_processed,bwbt6n.mpg,True,,0.732,73,data/processed/grid/s1_processed\bwbt6n.npy
s1_processed,bwbt7s.mpg,True,,0.735,74,data/processed/grid/s1_processed\bwbt7s.npy
s1_processed,bwbt8p.mpg,True,,0.978,75,data/processed/grid/s1_processed\bwbt8p.npy
s1_processed,bwbt9a.mpg,True,,0.989,74,data/processed/grid/s1_processed\bwbt9a.npy
s1_processed,bwig1s.mpg,True,,1.009,75,data/processed/grid/s1_processed\bwig1s.npy
s1_processed,bwig2p.mpg,True,,0.995,75,data/processed/grid/s1_processed\bwig2p.npy
s1_processed,bwig3a.mpg,True,,0.856,75,data/processed/grid/s1_processed\bwig3a.npy
s1_processed,bwigzn.mpg,True,,0.822,75,data/processed/grid/s1_processed\bwigzn.npy
s1_processed,bwim4n.mpg,True,,0.712,75,data/processed/grid/s1_processed\bwim4n.npy
s1_processed,bwim5s.mpg,True,,0.691,75,data/processed/grid/s1_processed\bwim5s.npy
s1_processed,bwim6p.mpg,True,,0.933,73,data/processed/grid/s1_processed\bwim6p.npy
s1_processed,bwim7a.mpg,True,,0.924,75,data/processed/grid/s1_processed\bwim7a.npy
s1_processed,bwis8n.mpg,True,,0.688,75,data/processed/grid/s1_processed\bwis8n.npy
s1_processed,bwis9s.mpg,True,,0.674,73,data/processed/grid/s1_processed\bwis9s.npy
s1_processed,bwit1a.mpg,True,,0.742,75,data/processed/grid/s1_processed\bwit1a.npy
s1_processed,bwitzp.mpg,True,,0.790,73,data/processed/grid/s1_processed\bwitzp.npy
s1_processed,bwwa8n.mpg,True,,0.933,72,data/processed/grid/s1_processed\bwwa8n.npy
s1_processed,bwwa9s.mpg,True,,0.930,73,data/processed/grid/s1_processed\bwwa9s.npy
s1_processed,bwwb1a.mpg,True,,0.784,75,data/processed/grid/s1_processed\bwwb1a.npy
s1_processed,bwwbzp.mpg,True,,0.783,75,data/processed/grid/s1_processed\bwwbzp.npy
s1_processed,bwwh2n.mpg,True,,0.790,75,data/processed/grid/s1_processed\bwwh2n.npy
s1_processed,bwwh3s.mpg,True,,0.794,73,data/processed/grid/s1_processed\bwwh3s.npy
s1_processed,bwwh4p.mpg,True,,0.973,74,data/processed/grid/s1_processed\bwwh4p.npy
s1_processed,bwwh5a.mpg,True,,0.968,73,data/processed/grid/s1_processed\bwwh5a.npy
s1_processed,bwwn6n.mpg,True,,0.903,75,data/processed/grid/s1_processed\bwwn6n.npy
s1_processed,bwwn7s.mpg,True,,0.903,74,data/processed/grid/s1_processed\bwwn7s.npy
s1_processed,bwwn8p.mpg,True,,0.612,75,data/processed/grid/s1_processed\bwwn8p.npy
s1_processed,bwwn9a.mpg,True,,0.622,75,data/processed/grid/s1_processed\bwwn9a.npy
s1_processed,bwwu1s.mpg,True,,0.707,74,data/processed/grid/s1_processed\bwwu1s.npy
s1_processed,bwwu2p.mpg,True,,0.686,75,data/processed/grid/s1_processed\bwwu2p.npy
s1_processed,bwwu3a.mpg,True,,0.867,74,data/processed/grid/s1_processed\bwwu3a.npy
s1_processed,bwwuzn.mpg,True,,1.030,61,data/processed/grid/s1_processed\bwwuzn.npy
s1_processed,lbad6n.mpg,True,,0.721,75,data/processed/grid/s1_processed\lbad6n.npy
s1_processed,lbad7s.mpg,True,,0.806,75,data/processed/grid/s1_processed\lbad7s.npy
s1_processed,lbad8p.mpg,True,,0.840,74,data/processed/grid/s1_processed\lbad8p.npy
s1_processed,lbad9a.mpg,True,,0.765,75,data/processed/grid/s1_processed\lbad9a.npy
s1_processed,lbak1s.mpg,True,,0.748,74,data/processed/grid/s1_processed\lbak1s.npy
s1_processed,lbak2p.mpg,True,,0.848,74,data/processed/grid/s1_processed\lbak2p.npy
s1_processed,lbak3a.mpg,True,,0.896,75,data/processed/grid/s1_processed\lbak3a.npy
s1_processed,lbakzn.mpg,True,,0.928,75,data/processed/grid/s1_processed\lbakzn.npy
s1_processed,lbaq4n.mpg,True,,0.768,75,data/processed/grid/s1_processed\lbaq4n.npy
s1_processed,lbaq5s.mpg,True,,0.700,74,data/processed/grid/s1_processed\lbaq5s.npy
s1_processed,lbaq6p.mpg,True,,0.918,74,data/processed/grid/s1_processed\lbaq6p.npy
s1_processed,lbaq7a.mpg,True,,0.965,75,data/processed/grid/s1_processed\lbaq7a.npy
s1_processed,lbax8n.mpg,True,,0.921,75,data/processed/grid/s1_processed\lbax8n.npy
s1_processed,lbax9s.mpg,True,,0.845,75,data/processed/grid/s1_processed\lbax9s.npy
s1_processed,lbay1a.mpg,True,,0.797,75,data/processed/grid/s1_processed\lbay1a.npy
s1_processed,lbayzp.mpg,True,,0.875,74,data/processed/grid/s1_processed\lbayzp.npy
s1_processed,lbbe1s.mpg,True,,1.043,75,data/processed/grid/s1_processed\lbbe1s.npy
s1_processed,lbbe2p.mpg,True,,1.042,75,data/processed/grid/s1_processed\lbbe2p.npy
s1_processed,lbbe3a.mpg,True,,0.945,74,data/processed/grid/s1_processed\lbbe3a.npy
s1_processed,lbbezn.mpg,True,,0.949,74,data/processed/grid/s1_processed\lbbezn.npy
s1_processed,lbbk4n.mpg,True,,0.808,74,data/processed/grid/s1_processed\lbbk4n.npy
s1_processed,lbbk5s.mpg,True,,0.699,74,data/processed/grid/s1_processed\lbbk5s.npy
s1_processed,lbbk6p.mpg,True,,0.874,74,data/processed/grid/s1_processed\lbbk6p.npy
